RecipientEmail,mood_before,mood_after,tau,day,group,task,activity_type,intensity,beneficiary,Gender,comments
6,-2,-1,1,2,2a,achieve_goal,1,1,0,1,-99
6,-1,0,1,3,2a,make_bed,1,0,0,1,-99
6,0,0,0,4,2a,clean_up,1,0,1,1,-99
6,-1,0,1,5,2a,think_make_tea,0,0,0,1,-99
49,0,3,3,1,1a,think_make_bed,0,0,0,0,-99
67,-1,1,2,1,2b,clean_up,1,0,1,0,"Hard to do in isolation and already did all the clean up for others yesterday, so the someone was myself :)"
67,2,2,0,2,2b,think_make_tea,0,0,0,0,Fun
67,-3,-1,2,3,2b,catch_friend,1,1,1,0,-99
67,-1,-1,0,4,2b,make_bed,1,0,0,0,-99
67,1,1,0,5,2b,think_list_song,0,1,0,0,-99
66,3,4,1,1,1a,think_make_bed,0,0,0,0,-99
66,4,5,1,2,1a,think_clean_up,0,0,1,0,-99
66,3,5,2,6,1a,list_song,1,1,0,0,Music is very soothing and relaxing 
66,3,4,1,7,1a,wash_cup,1,0,1,0,-99
66,2,4,2,8,1a,think_achieve_goal,0,1,0,0,-99
38,0,2,2,1,1a,think_make_bed,0,0,0,1,-99
38,0,-2,-2,2,1a,think_clean_up,0,0,1,1,-99
38,0,0,0,3,1a,share_book,1,1,1,1,-99
38,0,3,3,4,1a,think_catch_friend,0,1,1,1,-99
38,0,3,3,5,1a,make_tea,1,0,0,1,-99
38,0,-99,0,6,1a,list_song,1,1,0,1,""
38,-1,-1,0,7,1a,wash_cup,1,0,1,1,-99
38,0,0,0,8,1a,think_achieve_goal,0,1,0,1,-99
58,0,1,1,1,1a,think_make_bed,0,0,0,0,"Instead of ‘positive’, I feel more peaceful. "
58,0,-2,-2,2,1a,think_clean_up,0,0,1,0,-99
58,0,0,0,3,1a,share_book,1,1,1,0,-99
58,-1,0,1,4,1a,think_catch_friend,0,1,1,0,-99
58,2,4,2,5,1a,make_tea,1,0,0,0,-99
58,1,4,3,6,1a,list_song,1,1,0,0,-99
58,0,0,0,7,1a,wash_cup,1,0,1,0,-99
58,0,0,0,8,1a,think_achieve_goal,0,1,0,0,-99
16,-2,0,2,1,1b,wash_cup,1,0,1,0,""
16,1,3,2,2,1b,list_song,1,1,0,0,-99
16,1,3,2,3,1b,make_tea,1,0,0,0,-99
16,-2,-99,0,4,1b,think_achieve_goal,0,1,0,0,""
16,1,3,2,5,1b,share_book,1,1,1,0,-99
16,-2,2,4,6,1b,think_catch_friend,0,1,1,0,-99
16,2,4,2,7,1b,think_make_bed,0,0,0,0,-99
16,0,3,3,8,1b,think_clean_up,0,0,1,0,-99
40,0,0,0,1,1b,wash_cup,1,0,1,1,""
40,2,2,0,2,1b,list_song,1,1,0,1,-99
40,3,3,0,3,1b,make_tea,1,0,0,1,-99
40,1,2,1,4,1b,think_achieve_goal,0,1,0,1,-99
40,2,2,0,5,1b,share_book,1,1,1,1,-99
40,3,4,1,6,1b,think_catch_friend,0,1,1,1,-99
40,-1,0,1,7,1b,think_make_bed,0,0,0,1,-99
40,2,2,0,8,1b,think_clean_up,0,0,1,1,-99
5,2,3,1,1,1b,wash_cup,1,0,1,0,""
5,0,2,2,2,1b,list_song,1,1,0,0,-99
5,0,2,2,3,1b,make_tea,1,0,0,0,-99
5,0,-99,0,4,1b,think_achieve_goal,0,1,0,0,""
5,1,2,1,5,1b,share_book,1,1,1,0,-99
5,2,2,0,6,1b,think_catch_friend,0,1,1,0,-99
5,1,2,1,7,1b,think_make_bed,0,0,0,0,-99
5,0,2,2,8,1b,think_clean_up,0,0,1,0,-99
33,0,2,2,1,2b,clean_up,1,0,1,1,-99
33,-1,0,1,2,2b,think_make_tea,0,0,0,1,-99
33,-3,2,5,3,2b,catch_friend,1,1,1,1,-99
33,-3,-1,2,4,2b,make_bed,1,0,0,1,-99
33,1,3,2,5,2b,think_list_song,0,1,0,1,-99
33,1,1,0,6,2b,think_wash_cup,0,0,1,1,-99
33,0,0,0,7,2b,think_share_book,0,1,1,1,-99
33,1,-1,-2,8,2b,achieve_goal,1,1,0,1,-99
44,0,2,2,1,2a,think_list_song,0,1,0,0,-99
44,-1,-1,0,2,2a,achieve_goal,1,1,0,0,-99
44,-3,-2,1,3,2a,make_bed,1,0,0,0,-99
44,-3,-2,1,4,2a,clean_up,1,0,1,0,-99
44,0,2,2,5,2a,think_make_tea,0,0,0,0,-99
44,0,2,2,6,2a,catch_friend,1,1,1,0,-99
44,-1,0,1,7,2a,think_wash_cup,0,0,1,0,-99
44,-1,0,1,8,2a,think_share_book,0,1,1,0,-99
35,0,0,0,1,2a,think_list_song,0,1,0,1,-99
35,0,1,1,2,2a,achieve_goal,1,1,0,1,-99
35,1,1,0,3,2a,make_bed,1,0,0,1,-99
35,-1,0,1,4,2a,clean_up,1,0,1,1,-99
35,0,0,0,5,2a,think_make_tea,0,0,0,1,-99
35,0,3,3,6,2a,catch_friend,1,1,1,1,-99
35,0,0,0,7,2a,think_wash_cup,0,0,1,1,-99
35,0,0,0,8,2a,think_share_book,0,1,1,1,-99
47,2,3,1,1,1a,think_make_bed,0,0,0,1,-99
47,2,-99,0,2,1a,think_clean_up,0,0,1,1,""
47,1,-99,0,3,1a,share_book,1,1,1,1,""
47,2,4,2,4,1a,think_catch_friend,0,1,1,1,-99
47,0,1,1,5,1a,make_tea,1,0,0,1,-99
47,0,-99,0,6,1a,list_song,1,1,0,1,""
